id,shares,source,sedol,name,as_of_date,currency,country,adr,adr_price,adr_turnover,turnover_usd,exchange,ratio,price_usd
SEBA SS Equity,384633.0,ETF,4813345,Skandinaviska Enskilda Banken,2025-09-25,SEK,SWEDEN,,,,40332402.686567165,XSTO,,19.27348
SECO AB Equity,223911.0,ETF,B132NM2,Saudi Electricity Co,2025-09-25,SAR,SAUDI ARABIA,,,,4457600.296969697,XSAU,,3.94614
SECUB SS Equity,122768.0,ETF,5554041,Securitas AB,2025-09-25,SEK,SWEDEN,SCTBY US Equity,15.45,5609.891739130435,8903274.611940298,XSTO,0.0006300930818877512,14.55689
SGE LN Equity,231238.0,ETF,B8C3BL0,Sage Group PLC/The,2025-09-25,GBp,BRITAIN,SGPYY US Equity,58.135,3767981.2676923075,27640471.515151516,XLON,0.13632116462365104,14.39945
SGH AU Equity,49808.0,ETF,BR858V2,SGH Ltd,2025-09-25,AUD,AUSTRALIA,,,,22480574.53731343,XASX,,32.68883
SGO FP Equity,114383.0,ETF,7380482,Cie de Saint-Gobain SA,2025-09-25,EUR,FRANCE,CODYY US Equity,21.42,4743593.523076923,94578793.28358209,XPAR,0.05015493810387155,105.08568
SGP AU Equity,640967.0,ETF,6850856,Stockland,2025-09-25,AUD,AUSTRALIA,,,,25317601.343283582,XASX,,3.99777
SGRO LN Equity,315773.0,ETF,B5ZN1N8,Segro PLC,2025-09-25,GBp,BRITAIN,,,,16600923.090909092,XLON,,8.56631
SGSN SW Equity,38786.0,ETF,BMBQHZ4,SGS SA,2025-09-25,CHF,SWITZERLAND,SGSOY US Equity,10.232,772443.4415384616,34845998.333333336,XSWX,0.022167350011021204,100.77422
SGX SP Equity,176600.0,ETF,6303866,Singapore Exchange Ltd,2025-09-25,SGD,SINGAPORE,SPXCY US Equity,25.61,378385.89230769227,27201156.41791045,XSES,0.01391065462417422,12.84389
SHBA SS Equity,358395.0,ETF,BXDZ9Q1,Svenska Handelsbanken AB,2025-09-25,SEK,SWEDEN,SVNLY US Equity,6.49,1032161.9061538463,48979501.34328358,XSTO,0.021073344518550998,12.76438
SHEL LN Equity,1513561.0,ETF,BP6MXD8,Shell PLC,2025-09-25,GBp,BRITAIN,SHEL US Equity,72.615,303429155.38461536,181921290.45454547,XLON,1.6679144844810214,36.00196
SHFL IN Equity,336668.0,ETF,BS4DBX0,Shriram Finance Ltd,2025-09-25,INR,INDIA,,,,43096736.76923077,XNSE,,6.90425
SHL AU Equity,110698.0,ETF,6821120,Sonic Healthcare Ltd,2025-09-25,AUD,AUSTRALIA,SKHHY US Equity,14.1,2073536.7030769228,26929388.820895523,XASX,0.0769990257435025,14.08054
SHL GR Equity,80556.0,ETF,BD594Y4,Siemens Healthineers AG,2025-09-25,EUR,GERMANY,SMMNY US Equity,26.7401,1099198.063076923,42497093.13432836,XETR,0.025865252938653615,52.34443
SHOP CN Equity,308043.0,ETF,BX865C7,Shopify Inc,2025-09-25,CAD,CANADA,,,,360318402.96875,XTSE,,143.4845
SHP SJ Equity,123296.0,ETF,6801575,Shoprite Holdings Ltd,2025-09-25,ZAr,SOUTH AFRICA,SRGHY US Equity,15.99,120822.64169230769,22391833.151515152,XJSE,0.005395835208075949,15.78616
SHW US Equity,60296.0,ETF,2804211,Sherwin-Williams Co/The,2025-09-25,USD,UNITED STATES,SHW US Equity,,,659308849.2307693,XNYS,,340.1
SI IN Equity,16086.0,ETF,6136073,Supreme Industries Ltd,2025-09-25,INR,INDIA,,,,9106004.923076924,XNSE,,48.12919
SIA SP Equity,311600.0,ETF,6811734,Singapore Airlines Ltd,2025-09-25,SGD,SINGAPORE,SINGY US Equity,10.0125,369725.88338461536,34810389.40298507,XSES,0.01062113609544714,5.03864
SIBC AB Equity,117622.0,ETF,B12M7M1,Saudi Investment Bank/The,2025-09-25,SAR,SAUDI ARABIA,,,,1937503.7015151514,XSAU,,3.74617
SIE GR Equity,190885.0,ETF,5727973,Siemens AG,2025-09-25,EUR,GERMANY,SIEGY US Equity,132.96,19290158.676923078,242427844.7761194,XETR,0.07957072214512907,260.43836
SIEM IN Equity,22438.0,ETF,B15T569,Siemens Ltd,2025-09-25,INR,INDIA,,,,18369017.353846155,XNSE,,35.56699
SIG AU Equity,1140695.0,ETF,BF13K02,Sigma Healthcare Ltd,2025-09-25,AUD,AUSTRALIA,,,,57341466.268656716,XASX,,1.9629
SIGN SW Equity,69923.0,ETF,BD5GN60,SIG Group AG,2025-09-25,CHF,SWITZERLAND,SIGCY US Equity,10.51,664416.2969230769,24316596.681818184,XSWX,0.027323572686463522,10.43956
SIKA SW Equity,37841.0,ETF,BF2DSG3,Sika AG,2025-09-25,CHF,SWITZERLAND,SXYAY US Equity,22.205,5063443.384615385,81774160.9090909,XSWX,0.061919845197121154,216.0964
SIPCHEM AB Equity,101323.0,ETF,B1C1NH5,Sahara International Petrochem,2025-09-25,SAR,SAUDI ARABIA,,,,10019222.393939395,XSAU,,5.25263
SJM US Equity,25072.0,ETF,2951452,J M Smucker Co/The,2025-09-25,USD,UNITED STATES,SJM US Equity,,,234648870.76923078,XNYS,,107.86
SKAB SS Equity,80761.0,ETF,7142091,Skanska AB,2025-09-25,SEK,SWEDEN,SKBSY US Equity,25.57,158539.62676923076,13523033.731343284,XSTO,0.011723673098719878,24.73562
SKFB SS Equity,90410.0,ETF,B1Q3J35,SKF AB,2025-09-25,SEK,SWEDEN,SKFRY US Equity,24.774,266080.1503076923,25864812.98507463,XSTO,0.010287340970191228,24.42893
SLB US Equity,375899.0,ETF,2779201,Schlumberger NV,2025-09-25,USD,UNITED STATES,SLB US Equity,,,562558409.2307693,XNYS,,34.59
SLF CN Equity,143703.0,ETF,2566124,Sun Life Financial Inc,2025-09-25,CAD,CANADA,,,,150751887.03125,XTSE,,59.01981
SLHN SW Equity,7788.0,ETF,7437805,Swiss Life Holding AG,2025-09-25,CHF,SWITZERLAND,SZLMY US Equity,52.93,382510.778,49820322.42424242,XSWX,0.007677806151930309,1039.21076
SLM SJ Equity,431758.0,ETF,B0L6750,Sanlam Ltd,2025-09-25,ZAr,SOUTH AFRICA,SLLDY US Equity,9.55,206707.34676923076,18056511.439393938,XJSE,0.011447800837002036,4.7833
SM PM Equity,70920.0,ETF,B068DB9,SM Investments Corp,2025-09-25,PHP,PHILIPPINES,,,,7710107.092307692,XPHS,,12.6628
SMCI US Equity,131483.0,ETF,BRC3N73,Super Micro Computer Inc,2025-09-25,USD,UNITED STATES,SMCI US Equity,,,1708264555.3846154,XNGS,,46.24
SMIN LN Equity,79630.0,ETF,B1WY233,Smiths Group PLC,2025-09-25,GBp,BRITAIN,SMGZY US Equity,31.71,337821.3630769231,19345582.59090909,XLON,0.017462454877718324,30.54631
SMPH PM Equity,3012925.0,ETF,6818843,SM Prime Holdings Inc,2025-09-25,PHP,PHILIPPINES,SMPHY US Equity,,,3876985.6123076924,XPHS,,0.39518
SN/ LN Equity,226343.0,ETF,0922320,Smith & Nephew PLC,2025-09-25,GBp,BRITAIN,SNN US Equity,35.47,30557337.307692308,37682922.984848484,XLON,0.8109067685640727,17.59414
SNA US Equity,13710.0,ETF,2818740,Snap-on Inc,2025-09-25,USD,UNITED STATES,SNA US Equity,,,101477093.6923077,XNYS,,336.98
SNAP US Equity,261775.0,ETF,BD8DJ71,Snap Inc,2025-09-25,USD,UNITED STATES,SNAP US Equity,,,586073012.3076923,XNYS,,8.33
SNB AB Equity,776452.0,ETF,BSHYYN1,Saudi National Bank/The,2025-09-25,SAR,SAUDI ARABIA,,,,42079078.0,XSAU,,10.34529
SNOW US Equity,80227.0,ETF,BN134B7,Snowflake Inc,2025-09-25,USD,UNITED STATES,SNOW US Equity,,,1118600280.0,XNYS,,221.6
SNPS US Equity,46668.0,ETF,2867719,Synopsys Inc,2025-09-25,USD,UNITED STATES,SNPS US Equity,,,1374650363.0769231,XNGS,,487.2
SO US Equity,273658.0,ETF,2829601,Southern Co/The,2025-09-25,USD,UNITED STATES,SO US Equity,,,458760673.84615386,XNYS,,93.69
SOBI SS Equity,48029.0,ETF,B1CC9H0,Swedish Orphan Biovitrum AB,2025-09-25,SEK,SWEDEN,SWOBY US Equity,15.0,36426.20209302325,8037209.268656717,XSTO,0.004532195302550741,29.27242
SOF BB Equity,3672.0,ETF,4820301,Sofina SA,2025-09-25,EUR,BELGIUM,,,,7218779.76119403,XBRU,,295.97655
SOF28 BB Equity,3672.0,ETF,BTLM8Y7,Sofina SA,2025-09-25,EUR,BELGIUM,,,,802877.7,XBRU,,2.53261
SOFI US Equity,276527.0,ETF,BM8J4C2,SoFi Technologies Inc,2025-09-25,USD,UNITED STATES,SOFI US Equity,,,1637277000.0,XNGS,,28.12
SOIL IN Equity,6770.0,ETF,BYZ9NH7,Solar Industries India Ltd,2025-09-25,INR,INDIA,,,,23326320.96923077,XNSE,,159.42773
SOL AU Equity,77968.0,ETF,6821807,Washington H Soul Pattinson &,2025-09-25,AUD,AUSTRALIA,,,,25130443.94029851,XASX,,25.84485
SOL SJ Equity,159553.0,ETF,6777450,Sasol Ltd,2025-09-25,ZAr,SOUTH AFRICA,SSL US Equity,6.265,7391434.353846154,24906459.545454547,XJSE,0.29676776582222414,6.30896
SOLUTION AB Equity,5056.0,ETF,BMVH0Q9,Arabian Internet & Communicati,2025-09-25,SAR,SAUDI ARABIA,,,,6676698.03030303,XSAU,,68.7375
SOLV US Equity,37447.0,ETF,BMTQB43,Solventum Corp,2025-09-25,USD,UNITED STATES,SOLV US Equity,,,74189420.3076923,XNYS,,70.46
SOON SW Equity,12701.0,ETF,7156036,Sonova Holding AG,2025-09-25,CHF,SWITZERLAND,SONVY US Equity,55.28,1541684.9215384617,43447680.303030305,XSWX,0.035483710770881714,276.47352
SPG US Equity,82816.0,ETF,2812452,Simon Property Group Inc,2025-09-25,USD,UNITED STATES,SPG US Equity,,,283497476.9230769,XNYS,,182.61
SPGI US Equity,78975.0,ETF,BYV2325,S&P Global Inc,2025-09-25,USD,UNITED STATES,SPGI US Equity,,,657218183.0769231,XNYS,,484.94
SPL PW Equity,9521.0,ETF,7153639,Santander Bank Polska SA,2025-09-25,PLN,POLAND,BKZHY US Equity,,68.7175,9337845.454545455,XWAR,7.3590316239973595e-06,127.69214
SPOT US Equity,38508.0,ETF,BFZ1K46,Spotify Technology SA,2025-09-25,USD,SWEDEN,SPOT US Equity,,,1318411738.4615386,XNYS,,712.62
SPSN SW Equity,24480.0,ETF,B083BH4,Swiss Prime Site AG,2025-09-25,CHF,SWITZERLAND,SWPMY US Equity,,,18332093.59090909,XSWX,,136.23876
SPX LN Equity,15341.0,ETF,BWFGQN1,Spirax Group PLC,2025-09-25,GBp,BRITAIN,SPXSY US Equity,45.415,497597.079076923,12039959.93939394,XLON,0.041328798565917056,91.70562
SQM/B CI Equity,35837.0,ETF,2718301,Sociedad Quimica y Minera de C,2025-09-25,CLP,CHILE,SQM US Equity,44.26,63389213.23076923,21655732.174603175,XSGO,2.9271332282687315,44.387
SRCM IN Equity,2849.0,ETF,6100357,Shree Cement Ltd,2025-09-25,INR,INDIA,,,,12561927.384615384,XNSE,,332.59186
SRE US Equity,164408.0,ETF,2138158,Sempra,2025-09-25,USD,UNITED STATES,SRE US Equity,,,310491290.7692308,XNYS,,86.49
SREN SW Equity,74483.0,ETF,B545MG5,Swiss Re AG,2025-09-25,CHF,SWITZERLAND,SSREY US Equity,45.73,1169077.7092307692,101236865.3030303,XSWX,0.011547944572675103,177.50998
SRF IN Equity,40714.0,ETF,6374947,SRF Ltd,2025-09-25,INR,INDIA,,,,15753216.63076923,XNSE,,32.44334
SRG IM Equity,566011.0,ETF,7251470,Snam SpA,2025-09-25,EUR,ITALY,SNMRY US Equity,11.828,349329.26615384617,28127493.03030303,MTAA,0.012419495252474077,5.85884
SRT3 GR Equity,6738.0,ETF,5843329,Sartorius AG,2025-09-25,EUR,GERMANY,SOAGY US Equity,45.37,323261.7547692307,32848304.597014926,XETR,0.009841048380883772,228.98501
SSE LN Equity,256174.0,ETF,0790873,SSE PLC,2025-09-25,GBp,BRITAIN,SSEZY US Equity,23.04,3113293.5846153847,45014548.333333336,XLON,0.06916194208062255,22.80302
SSNC US Equity,53670.0,ETF,B58YSC6,SS&C Technologies Holdings Inc,2025-09-25,USD,UNITED STATES,SSNC US Equity,,,98482383.6923077,XNGS,,87.12
SSW SJ Equity,730363.0,ETF,BL0L913,Sibanye Stillwater Ltd,2025-09-25,ZAr,SOUTH AFRICA,SBSW US Equity,11.375,72702846.46153846,60570900.303030305,XJSE,1.200293310778166,2.68394
ST SP Equity,1935300.0,ETF,B02PY11,Singapore Telecommunications L,2025-09-25,SGD,SINGAPORE,SGAPY US Equity,31.8525,3940089.32923077,74357954.7761194,XSES,0.05298813477446745,3.29985
STAN LN Equity,529688.0,ETF,0408284,Standard Chartered PLC,2025-09-25,GBp,BRITAIN,SCBFY US Equity,38.9999,3685888.98,71841188.18181819,XLON,0.05130606930764596,19.01474
STC AB Equity,462680.0,ETF,B12M7Q5,Saudi Telecom Co,2025-09-25,SAR,SAUDI ARABIA,,,,36612493.03030303,XSAU,,11.46514
STE SP Equity,432300.0,ETF,6043214,Singapore Technologies Enginee,2025-09-25,SGD,SINGAPORE,SGGKY US Equity,66.36,23631.767384615385,32964673.134328358,XSES,0.0007168815928590542,6.50696
STE US Equity,24780.0,ETF,BFY8C75,STERIS PLC,2025-09-25,USD,UNITED STATES,STE US Equity,,,139600506.46153846,XNYS,,244.19
STERV FH Equity,156246.0,ETF,5072673,Stora Enso Oyj,2025-09-25,EUR,FINLAND,SEOAY US Equity,11.01,441199.166,19734189.507462688,XHEL,0.022357095832750366,10.69764
STLA US Equity,516454.0,ETF,BM9RCN2,Stellantis NV,2025-09-25,USD,NETHERLANDS,STLA US Equity,,,194890726.15384614,XNYS,,9.31
STLD US Equity,34805.0,ETF,2849472,Steel Dynamics Inc,2025-09-25,USD,UNITED STATES,STLD US Equity,,,171215945.84615386,XNGS,,136.09
STMN SW Equity,26148.0,ETF,BQ7ZV06,Straumann Holding AG,2025-09-25,CHF,SWITZERLAND,SAUHY US Equity,10.9565,3501322.8184615383,41248645.75757576,XSWX,0.08488333990500725,109.46553
STMPA FP Equity,163427.0,ETF,5962332,STMicroelectronics NV,2025-09-25,EUR,SWITZERLAND,,,,72129901.04477613,XPAR,,28.38387
STN CN Equity,28160.0,ETF,2854238,Stantec Inc,2025-09-25,CAD,CANADA,,,,47956131.5625,XTSE,,107.69948
STO AU Equity,836281.0,ETF,6776703,Santos Ltd,2025-09-25,AUD,AUSTRALIA,SSLZY US Equity,4.52,215983.72400000005,82341503.13432837,XASX,0.0026230238188347564,4.51467
STT US Equity,73321.0,ETF,2842040,State Street Corp,2025-09-25,USD,UNITED STATES,STT US Equity,,,212036109.23076922,XNYS,,114.24
STX US Equity,53794.0,ETF,BKVD2N4,Seagate Technology Holdings PL,2025-09-25,USD,UNITED STATES,STX US Equity,,,632916095.3846154,XNGS,,219.85
STZ US Equity,37901.0,ETF,2170473,Constellation Brands Inc,2025-09-25,USD,UNITED STATES,STZ US Equity,,,385033906.15384614,XNYS,,132.65
SU CN Equity,303301.0,ETF,B3NB1P2,Suncor Energy Inc,2025-09-25,CAD,CANADA,,,,373648770.3125,XTSE,,42.74541
SU FP Equity,135763.0,ETF,4834108,Schneider Electric SE,2025-09-25,EUR,FRANCE,SBGSY US Equity,55.31,16465208.4,234563981.3432836,XPAR,0.07019495621496645,269.65845
SUEL IN Equity,2609296.0,ETF,B0DX8R8,Suzlon Energy Ltd,2025-09-25,INR,INDIA,,,,48046582.76923077,XNSE,,0.63825
SUF IN Equity,15062.0,ETF,B0L4LR4,Sundaram Finance Ltd,2025-09-25,INR,INDIA,,,,5088839.138461539,XNSE,,51.71936
SUI US Equity,33519.0,ETF,2860257,Sun Communities Inc,2025-09-25,USD,UNITED STATES,SUI US Equity,,,126969582.15384616,XNYS,,127.89
SULAIMAN AB Equity,20947.0,ETF,BLGM738,Dr Sulaiman Al Habib Medical S,2025-09-25,SAR,SAUDI ARABIA,,,,10322375.181818182,XSAU,,69.5374
SUN AU Equity,264578.0,ETF,6585084,Suncorp Group Ltd,2025-09-25,AUD,AUSTRALIA,SNMCY US Equity,13.13,99386.83875000001,39735414.7761194,XASX,0.0025012155858941867,13.00094
SUNP IN Equity,233306.0,ETF,6582483,Sun Pharmaceutical Industries,2025-09-25,INR,INDIA,,,,45286396.15384615,XNSE,,18.33847
SUZB3 BZ Equity,175114.0,ETF,B02GKC7,Suzano SA,2025-09-25,BRL,BRAZIL,SUZ US Equity,9.2057,15620531.923076924,42150721.641791046,BVMF,0.37058753242292497,9.39997
SVT LN Equity,81581.0,ETF,B1FH8J7,Severn Trent PLC,2025-09-25,GBp,BRITAIN,STRNY US Equity,34.7,840847.463076923,13942311.393939395,XLON,0.06030904340885919,33.6543
SW FP Equity,22414.0,ETF,7062713,Sodexo SA,2025-09-25,EUR,FRANCE,SDXAY US Equity,12.669,441088.9692307692,10644920.895522388,XPAR,0.04143656618587989,63.0234
SW US Equity,135085.0,ETF,BRK49M5,Smurfit WestRock PLC,2025-09-25,USD,IRELAND,SW US Equity,,,184428387.23076922,XNYS,,42.28
SWB MK Equity,626700.0,ETF,B6VGS93,Sunway Bhd,2025-09-25,MYR,MALAYSIA,,,,10420985.08064516,XKLS,,1.30151
SWEDA SS Equity,213581.0,ETF,4846523,Swedbank AB,2025-09-25,SEK,SWEDEN,SWDBY US Equity,30.14,403219.1507692308,35721559.55223881,XSTO,0.011287837256365238,29.26184
SWIGGY IN Equity,185448.0,ETF,BSF1LT9,Swiggy Ltd,2025-09-25,INR,INDIA,,,,78793995.23076923,XNSE,,4.80154
SY1 GR Equity,35310.0,ETF,B1JB4K8,Symrise AG,2025-09-25,EUR,GERMANY,SYIEY US Equity,21.565,4132946.652307692,37221791.19402985,XETR,0.11103567345170082,85.10493
SYENS BB Equity,16198.0,ETF,BPSLYH4,Syensqo SA,2025-09-25,EUR,BELGIUM,SYNSY US Equity,,,11370523.0,XBRU,,79.29277
SYF US Equity,97365.0,ETF,BP96PS6,Synchrony Financial,2025-09-25,USD,UNITED STATES,SYF US Equity,,,233347144.6153846,XNYS,,74.28
SYK US Equity,86780.0,ETF,2853688,Stryker Corp,2025-09-25,USD,UNITED STATES,SYK US Equity,,,484779304.61538464,XNYS,,368.57
SYY US Equity,122614.0,ETF,2868165,Sysco Corp,2025-09-25,USD,UNITED STATES,SYY US Equity,,,240506187.69230768,XNYS,,81.12
T CN Equity,116954.0,ETF,2381093,TELUS Corp,2025-09-25,CAD,CANADA,,,,123435535.46875,XTSE,,15.65729
T MK Equity,404400.0,ETF,6868398,Telekom Malaysia Bhd,2025-09-25,MYR,MALAYSIA,,,,13177690.016129032,XKLS,,1.67676
T US Equity,1810025.0,ETF,2831811,AT&T Inc,2025-09-25,USD,UNITED STATES,T US Equity,,,885218096.9230769,XNYS,,28.3
TADAWULG AB Equity,12524.0,ETF,BMZQ749,Saudi Tadawul Group Holding Co,2025-09-25,SAR,SAUDI ARABIA,,,,5712903.5,XSAU,,54.92601
TAL US Equity,105117.0,ETF,B4MGD82,TAL Education Group,2025-09-25,USD,CHINA,TAL US Equity,,,49704935.23076923,XNYS,,11.19
TAP US Equity,47356.0,ETF,B067BM3,Molson Coors Beverage Co,2025-09-25,USD,UNITED STATES,TAP US Equity,,,125619753.07692307,XNYS,,44.41
TATA IN Equity,1830413.0,ETF,BPQWCZ3,Tata Steel Ltd,2025-09-25,INR,INDIA,,,,45444824.461538464,XNSE,,1.94248
TATACONS IN Equity,160085.0,ETF,6121488,Tata Consumer Products Ltd,2025-09-25,INR,INDIA,,,,14392605.938461538,XNSE,,12.78081
TAWUNIYA AB Equity,17265.0,ETF,B128FN6,Co for Cooperative Insurance/T,2025-09-25,SAR,SAUDI ARABIA,,,,17202762.40909091,XSAU,,36.42181
TCELL TI Equity,381536.0,ETF,B03MYN3,Turkcell Iletisim Hizmetleri A,2025-09-25,TRY,TURKEY,TKC US Equity,5.885,8421839.523076924,62573768.93939394,XIST,0.134590574706055,2.36757
TCL AU Equity,786706.0,ETF,6200882,Transurban Group,2025-09-25,AUD,AUSTRALIA,,,,52378273.43283582,XASX,,9.06205
TCOM IN Equity,27944.0,ETF,6114745,Tata Communications Ltd,2025-09-25,INR,INDIA,,,,12059792.73846154,XNSE,,18.6923
TCS IN Equity,223616.0,ETF,B01NPJ1,Tata Consultancy Services Ltd,2025-09-25,INR,INDIA,,,,105937348.15384616,XNSE,,33.32567
TCS LI Equity,35279.0,ETF,BF233S0,TCS Group Holding PLC,2025-09-25,USD,CYPRUS,,,,,,,
TD CN Equity,436011.0,ETF,2897222,Toronto-Dominion Bank/The,2025-09-25,CAD,CANADA,,,,663441203.125,XTSE,,78.90356
TDG US Equity,14116.0,ETF,B11FJK3,TransDigm Group Inc,2025-09-25,USD,UNITED STATES,TDG US Equity,,,472251141.53846157,XNYS,,1290.0
TDY US Equity,11404.0,ETF,2503477,Teledyne Technologies Inc,2025-09-25,USD,UNITED STATES,TDY US Equity,,,186618253.53846154,XNYS,,566.0
TEAM US Equity,41997.0,ETF,BQ1PC76,Atlassian Corp,2025-09-25,USD,AUSTRALIA,TEAM US Equity,,,437852292.3076923,XNGS,,162.42
TECHM IN Equity,162433.0,ETF,BWFGD63,Tech Mahindra Ltd,2025-09-25,INR,INDIA,,,,34384909.692307696,XNSE,,16.2752
TECK/B CN Equity,117378.0,ETF,2879327,Teck Resources Ltd,2025-09-25,CAD,CANADA,,,,118649005.9375,XTSE,,39.98995
TEF SM Equity,984856.0,ETF,5732524,Telefonica SA,2025-09-25,EUR,SPAIN,TEF US Equity,5.055,3174893.2461538464,37322272.23880597,XMAD,0.0850669869679783,5.07805
TEL NO Equity,170613.0,ETF,4732495,Telenor ASA,2025-09-25,NOK,NORWAY,TELNY US Equity,16.535,233808.22446153846,16481406.71641791,XOSL,0.014186181342678171,16.28236
TEL PM Equity,16515.0,ETF,BDGN274,PLDT Inc,2025-09-25,PHP,PHILIPPINES,PHI US Equity,18.82,2042534.1015384614,2111995.196923077,XPHS,0.96711114898092,19.15742
TEL US Equity,76531.0,ETF,BRC3N84,TE Connectivity PLC,2025-09-25,USD,IRELAND,TEL US Equity,,,363044038.46153843,XNYS,,214.47
TEL2B SS Equity,143813.0,ETF,B97C733,Tele2 AB,2025-09-25,SEK,SWEDEN,TLTZY US Equity,8.3,109374.81476923078,25329092.89552239,XSTO,0.004318149695308108,16.47102
TELIA SS Equity,624175.0,ETF,5978384,Telia Co AB,2025-09-25,SEK,SWEDEN,TLSNY US Equity,7.494,646860.9169230768,23886010.447761193,XSTO,0.027081161935257645,3.74048
TELX IN Equity,10900.0,ETF,6211204,Tata Elxsi Ltd,2025-09-25,INR,INDIA,,,,13245406.73846154,XNSE,,61.5433
TEN IM Equity,105122.0,ETF,BMHVLR3,Tenaris SA,2025-09-25,EUR,LUXEMBOURG,TS US Equity,35.715,57476616.15384615,33498480.151515152,MTAA,1.715797728549976,17.47732
TEP FP Equity,15483.0,ETF,5999330,Teleperformance SE,2025-09-25,EUR,FRANCE,TLPFY US Equity,36.89,861529.4604615384,26856972.835820895,XPAR,0.03207842766674211,74.64771
TER US Equity,40407.0,ETF,2884183,Teradyne Inc,2025-09-25,USD,UNITED STATES,TER US Equity,,,443625701.53846157,XNGS,,132.87
TEVA US Equity,289024.0,ETF,2883878,Teva Pharmaceutical Industries,2025-09-25,USD,ISRAEL,TEVA US Equity,,,192465447.23076922,XNYS,,18.36
TFC US Equity,337383.0,ETF,BKP7287,Truist Financial Corp,2025-09-25,USD,UNITED STATES,TFC US Equity,,,345964586.15384614,XNYS,,45.74
TFII CN Equity,18717.0,ETF,BDRXBF4,TFI International Inc,2025-09-25,CAD,CANADA,,,,37556069.28125,XTSE,,89.9756
TGT US Equity,114790.0,ETF,2259101,Target Corp,2025-09-25,USD,UNITED STATES,TGT US Equity,,,685935986.1538461,XNYS,,87.14
THYAO TI Equity,141086.0,ETF,B03MYK0,Turk Hava Yollari AO,2025-09-25,TRY,TURKEY,TKHVY US Equity,80.13,20101.127678571433,240693225.75757575,XIST,8.351347494431407e-05,7.91399
TIH CN Equity,18180.0,ETF,2897103,Toromont Industries Ltd,2025-09-25,CAD,CANADA,TMTNY US Equity,,,27455850.078125,XTSE,,111.30884
TIINDIA IN Equity,29768.0,ETF,BD3R8D7,Tube Investments of India Ltd,2025-09-25,INR,INDIA,,,,13502569.184615385,XNSE,,36.20366
TIMS3 BZ Equity,258500.0,ETF,BN71RB6,TIM SA/Brazil,2025-09-25,BRL,BRAZIL,TIMB US Equity,21.9,9417306.846153846,23677922.80597015,BVMF,0.39772521108901354,4.28462
TIT IM Equity,3091893.0,ETF,7634394,Telecom Italia SpA/Milano,2025-09-25,EUR,ITALY,TIIAY US Equity,5.14,87573.30261538463,69505582.42424242,MTAA,0.001259946317417527,0.50991
TJX US Equity,281404.0,ETF,2989301,TJX Cos Inc/The,2025-09-25,USD,UNITED STATES,TJX US Equity,,,670247812.3076923,XNYS,,141.46
TLC AU Equity,570575.0,ETF,BNRQW72,Lottery Corp Ltd/The,2025-09-25,AUD,AUSTRALIA,,,,16357645.104477612,XASX,,3.75568
TLKM IJ Equity,11748000.0,ETF,BD4T6W7,Telkom Indonesia Persero Tbk P,2025-09-25,IDR,INDONESIA,TLK US Equity,18.82,11818554.830769232,17310380.140625,XIDX,0.6827438065922518,0.18581
TLS AU Equity,932244.0,ETF,6087289,Telstra Group Ltd,2025-09-25,AUD,AUSTRALIA,TLGPY US Equity,16.1535,440048.82461538457,94512044.92537314,XASX,0.004656007866117465,3.18644
TLX GR Equity,14789.0,ETF,B8F0TD6,Talanx AG,2025-09-25,EUR,GERMANY,TLLXY US Equity,64.065,3861.773684210526,11511666.059701493,XETR,0.0003354660971038162,129.78152
TME US Equity,145263.0,ETF,BFZYWR2,Tencent Music Entertainment Gr,2025-09-25,USD,CHINA,TME US Equity,,,141335333.07692307,XNYS,,23.56
TMGH EY Equity,191013.0,ETF,B2989Q7,Talaat Moustafa Group,2025-09-25,EGP,EGYPT,,,,1670742.0661290323,XCAI,,1.14513
TMO US Equity,95389.0,ETF,2886907,Thermo Fisher Scientific Inc,2025-09-25,USD,UNITED STATES,TMO US Equity,,,1132295866.1538463,XNYS,,459.22
TMUS US Equity,129203.0,ETF,B94Q9V0,T-Mobile US Inc,2025-09-25,USD,UNITED STATES,TMUS US Equity,,,1002941380.0,XNGS,,237.94
TNB MK Equity,756100.0,ETF,6904612,Tenaga Nasional Bhd,2025-09-25,MYR,MALAYSIA,TNABY US Equity,12.48,9259.902222222223,23772545.612903226,XKLS,0.0003895208520368196,3.13502
TOST US Equity,117517.0,ETF,BP6D7B7,Toast Inc,2025-09-25,USD,UNITED STATES,TOST US Equity,,,380901373.84615386,XNYS,,36.85
TOTS3 BZ Equity,181827.0,ETF,B10LQP6,TOTVS SA,2025-09-25,BRL,BRAZIL,TTVSY US Equity,17.64,564013.1264615385,22365064.91044776,BVMF,0.025218488241367087,8.49814
TOU CN Equity,93697.0,ETF,B3QJ0H8,Tourmaline Oil Corp,2025-09-25,CAD,CANADA,TRMOY US Equity,,,166151810.46875,XTSE,,45.67308
TPEIR GA Equity,230295.0,ETF,BNC0DB0,Piraeus Financial Holdings SA,2025-09-25,EUR,GREECE,BPIRY US Equity,8.48,459981.11846153846,34369234.39393939,XATH,0.013383513673573441,8.33309
TPIA IJ Equity,1942441.0,ETF,B39NJF8,Chandra Asri Pacific Tbk PT,2025-09-25,IDR,INDONESIA,PTCAY US Equity,,1763.5085714285717,5524429.703125,XIDX,0.00031922002201078046,0.46007
